FANMOD 1.1 subgraph enumeration
-------------------------------

Network name: C:\Users\matte\Desktop\MasterThesis\newThread\all_sources_new\Results\seed_3\glorot\tree\tree_w_Graph.txt
Network type: Directed
Number of nodes: 65
Number of edges: 219
Number of single edges: 219
Number of mutual edges: 0
Number of edge colors: 3

Algorithm: enumeration
Subgraph size: 4

Generated 100 random networks
   with locally constant number of bidirectional edges,
   exchanging only edges with the same color,
   3 exchanges per edge and 3 tries per edge.

14408 subgraphs were enumerated in the original network.
1273725 subgraphs were enumerated in the random networks.
1288133 subgraphs were enumerated in all networks.

For the random networks: 96183 tries were made, 63138 were successful.
Randomization took 0.063 seconds.
Enumeration took 1.48 seconds.


Result overview:

ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
,,[Original],[Random],[Random]

140,0000,16.553%,15.305%,0.0042601,2.9302,0.01
,0000
,2000
,2200

392,0000,8.8354%,10.471%,0.0050488,-3.2398,1
,2000
,0200
,2000

2116,0000,7.6971%,6.0311%,0.0030725,5.4225,0
,0002
,0002
,2000

2184,0000,6.1077%,5.4647%,0.0015194,4.232,0
,2000
,2000
,2000

74,0000,5.4761%,5.0878%,0.0027216,1.4268,0.07
,0000
,0200
,2020

2116,0000,2.8734%,2.4%,0.0012587,3.7607,0
,3000
,0200
,0200

28,0000,2.6582%,1.844%,0.0016298,4.996,0
,0000
,0002
,2200

536,0000,2.6097%,3.4753%,0.0027991,-3.0924,1
,2000
,0002
,0200

392,0000,2.4986%,2.7282%,0.002928,-0.78406,0.75
,3000
,0200
,2000

392,0000,2.0752%,0.95423%,0.0019808,5.6595,0
,3000
,2000
,0020

14,0000,1.9364%,1.2092%,0.00083996,8.6583,0
,0000
,0000
,2220

74,0000,1.8531%,1.8349%,0.001108,0.16435,0.47
,0000
,0300
,2020

28,0000,1.7004%,1.2613%,0.0010952,4.0097,0
,0000
,0002
,3200

2184,0000,1.4506%,1.107%,0.0010766,3.191,0
,3000
,2000
,2000

536,0000,1.4159%,1.3693%,0.001688,0.27583,0.41
,3000
,0200
,0020

2182,0000,1.3395%,0.19493%,0.00047006,24.35,0
,2000
,2000
,0220

204,0000,1.1383%,0.43503%,0.00066075,10.643,0
,0000
,2200
,2200

536,0000,1.1244%,0.56493%,0.0011083,5.0479,0
,1000
,0200
,0020

140,0000,1.1105%,1.1705%,0.0011386,-0.52734,0.65
,0000
,2000
,2300

392,0000,1.0272%,0.58558%,0.0013138,3.3614,0
,1000
,2000
,0020

140,0000,1.0272%,1.3344%,0.0012535,-2.4502,1
,0000
,3000
,2200

140,0000,0.9925%,0.81373%,0.0011151,1.6032,0.06
,0000
,2000
,3200

2116,0000,0.9231%,0.76881%,0.00080062,1.9271,0.03
,1000
,0200
,0200

2184,0000,0.9231%,0.78629%,0.00084567,1.6177,0.04
,1000
,2000
,2000

536,0000,0.84675%,0.58164%,0.00099104,2.6751,0
,0030
,3000
,0200

392,0000,0.84675%,0.69844%,0.001215,1.2206,0.11
,3000
,3000
,0200

140,0000,0.81205%,0.85288%,0.00096473,-0.42324,0.66
,0000
,2000
,2100

140,0000,0.78429%,0.85945%,0.00088577,-0.84862,0.82
,0000
,1000
,2200

140,0000,0.76346%,0.55503%,0.0010898,1.9126,0.03
,0000
,2000
,1200

2116,0000,0.72182%,0.51274%,0.00072556,2.8816,0
,3000
,0200
,0300

392,0000,0.71488%,1.1454%,0.0018174,-2.3687,0.99
,1000
,0200
,2000

536,0000,0.67324%,0.37566%,0.00086853,3.4262,0
,0030
,1000
,0200

