FANMOD 1.1 subgraph enumeration
-------------------------------

Network name: C:\Users\matte\Desktop\MasterThesis\newThread\all_sources_new\Results\seed_3\glorot\tree\tree_w_Graph.txt
Network type: Directed
Number of nodes: 65
Number of edges: 218
Number of single edges: 218
Number of mutual edges: 0
Number of edge colors: 3

Algorithm: enumeration
Subgraph size: 6

Generated 100 random networks
   with locally constant number of bidirectional edges,
   exchanging only edges with the same color,
   3 exchanges per edge and 3 tries per edge.

1040953 subgraphs were enumerated in the original network.
87373729 subgraphs were enumerated in the random networks.
88414682 subgraphs were enumerated in all networks.

For the random networks: 95378 tries were made, 62976 were successful.
Randomization took 0.046 seconds.
Enumeration took 297.96 seconds.


Result overview:

ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
,,[Original],[Random],[Random]

4261936,000000,1.9449%,1.6185%,0.0012373,2.6379,0.02
,000000
,020000
,200000
,200000
,220000

133656,000000,1.9339%,1.3473%,0.00089075,6.5856,0
,000000
,000000
,200000
,220000
,022000

4229160,000000,1.4442%,1.0172%,0.00096915,4.4053,0
,000000
,020000
,002000
,200000
,202000

541130848,000000,1.294%,0.33114%,0.00071425,13.481,0
,200000
,000002
,020000
,000002
,200000

4260392,000000,0.98871%,1.0279%,0.00082879,-0.47318,0.63
,000000
,020000
,020000
,002000
,202000

134184,000000,0.96959%,0.71044%,0.00064666,4.0076,0
,000000
,000000
,200000
,220000
,202000

4203560,000000,0.94452%,0.25514%,0.00044285,15.567,0
,000000
,020000
,000020
,020000
,202000

66104,000000,0.92598%,0.66933%,0.00072406,3.5445,0
,000000
,000000
,020000
,200000
,222000

4261928,000000,0.87881%,0.87842%,0.00053575,0.0073001,0.49
,000000
,020000
,020000
,200000
,202000

4227624,000000,0.79792%,0.58446%,0.00068228,3.1286,0.01
,000000
,020000
,002000
,002000
,202000

33949728,000000,0.77247%,0.30164%,0.00068889,6.8345,0
,200000
,200000
,002000
,020000
,200000

530480,000000,0.74576%,0.17094%,0.00036465,15.764,0
,000000
,000002
,000020
,200000
,220000

2360,000000,0.69369%,0.29556%,0.00033275,11.965,0
,000000
,000000
,000000
,200200
,222000

4327464,000000,0.68284%,0.45987%,0.00049048,4.5458,0
,000000
,020000
,200000
,200000
,202000

4260912,000000,0.66324%,0.55219%,0.00056042,1.9815,0.03
,000000
,200000
,200000
,200000
,220000

4229160,000000,0.55046%,0.41905%,0.00045292,2.9013,0.01
,000000
,030000
,002000
,200000
,202000

131864,000000,0.54844%,0.39238%,0.00038667,4.0361,0
,000000
,000000
,200000
,020200
,022000

34868,000000,0.50348%,0.38924%,0.00052022,2.196,0.03
,000000
,000000
,002000
,200000
,220200

134200,000000,0.49801%,0.15857%,0.00029505,11.504,0
,000000
,000000
,200000
,220000
,222000

33336,000000,0.48542%,0.35119%,0.00042749,3.14,0.01
,000000
,000000
,200000
,200000
,222000

4325900,000000,0.47505%,0.28954%,0.0004343,4.2712,0
,000000
,020000
,200000
,002000
,002200

541131808,000000,0.45449%,0.45379%,0.00049577,0.013973,0.46
,000002
,000002
,000002
,200000
,200000

4260904,000000,0.45276%,0.46335%,0.00049111,-0.21571,0.58
,000000
,020000
,020000
,020000
,202000

545294360,000000,0.44911%,0.081308%,0.00026809,13.719,0
,200000
,200000
,200000
,020000
,022000

268336,000000,0.44901%,0.38718%,0.00061365,1.0077,0.14
,000000
,000002
,000002
,200000
,220000

1114664,000000,0.42211%,0.29165%,0.00033451,3.9,0
,000000
,000200
,020000
,002000
,202000

541132832,000000,0.4079%,0.61825%,0.00078821,-2.6688,1
,000200
,000200
,200000
