FANMOD 1.1 subgraph enumeration
-------------------------------

Network name: C:\Users\matte\Desktop\MasterThesis\newThread\all_sources_new\Results\seed_3\orth\mvg\mvg_w_Graph.txt
Network type: Directed
Number of nodes: 65
Number of edges: 204
Number of single edges: 204
Number of mutual edges: 0
Number of edge colors: 3

Algorithm: enumeration
Subgraph size: 6

Generated 100 random networks
   with locally constant number of bidirectional edges,
   exchanging only edges with the same color,
   3 exchanges per edge and 3 tries per edge.

810166 subgraphs were enumerated in the original network.
67815895 subgraphs were enumerated in the random networks.
68626061 subgraphs were enumerated in all networks.

For the random networks: 87267 tries were made, 59353 were successful.
Randomization took 0.073 seconds.
Enumeration took 284.493 seconds.


Result overview:

ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
,,[Original],[Random],[Random]

133656,000000,0.89118%,0.64359%,0.00068952,3.5906,0
,000000
,000000
,200000
,220000
,022000

4261936,000000,0.82724%,0.68575%,0.00092,1.538,0.07
,000000
,020000
,200000
,200000
,220000

4229160,000000,0.74824%,0.53567%,0.00069681,3.0507,0
,000000
,020000
,002000
,200000
,202000

4260392,000000,0.57692%,0.53804%,0.00052083,0.7465,0.2
,000000
,020000
,020000
,002000
,202000

541130848,000000,0.53039%,0.19644%,0.00046988,7.107,0
,200000
,000002
,020000
,000002
,200000

66104,000000,0.51175%,0.37388%,0.00062105,2.2199,0.01
,000000
,000000
,020000
,200000
,222000

134184,000000,0.49879%,0.32192%,0.00049974,3.5392,0
,000000
,000000
,200000
,220000
,202000

4227624,000000,0.48397%,0.32527%,0.00061205,2.593,0.01
,000000
,020000
,002000
,002000
,202000

4261928,000000,0.4725%,0.45592%,0.00038361,0.43213,0.31
,000000
,020000
,020000
,200000
,202000

4203560,000000,0.46423%,0.15871%,0.00031157,9.8059,0
,000000
,020000
,000020
,020000
,202000

2360,000000,0.37202%,0.16974%,0.00026586,7.6085,0
,000000
,000000
,000000
,200200
,222000

4260912,000000,0.34326%,0.24864%,0.00050388,1.878,0.03
,000000
,200000
,200000
,200000
,220000

34868,000000,0.33833%,0.25168%,0.00048539,1.7851,0.05
,000000
,000000
,002000
,200000
,220200

4327464,000000,0.31858%,0.22918%,0.00034515,2.5899,0.02
,000000
,020000
,200000
,200000
,202000

530480,000000,0.31154%,0.098894%,0.00020939,10.156,0
,000000
,000002
,000020
,200000
,220000

131864,000000,0.30389%,0.21563%,0.00025826,3.4175,0
,000000
,000000
,200000
,020200
,022000

33949728,000000,0.29401%,0.16926%,0.00049957,2.4973,0
,200000
,200000
,002000
,020000
,200000

1114664,000000,0.29179%,0.18334%,0.00026503,4.0919,0
,000000
,000200
,020000
,002000
,202000

33336,000000,0.28945%,0.18723%,0.00036678,2.7869,0
,000000
,000000
,200000
,200000
,222000

4325900,000000,0.28685%,0.18134%,0.00032583,3.2385,0
,000000
,020000
,200000
,002000
,002200

4261936,000000,0.27698%,0.19627%,0.00036799,2.1932,0.04
,000000
,100000
,020000
,200000
,220000

4229160,000000,0.26427%,0.21552%,0.00029018,1.6798,0.03
,000000
,030000
,002000
,200000
,202000

4260392,000000,0.25711%,0.20124%,0.00037231,1.5006,0.05
,000000
,030000
,020000
,002000
,202000

4227624,000000,0.24686%,0.16076%,0.00034925,2.4653,0.01
,000000
,030000
,002000
,002000
,202000

33949728,000000,0.24254%,0.08724%,0.00026691,5.8186,0
,300000
,020000
,200000
,000200
,200000

134200,000000,0.24205%,0.062985%,0.00017919,9.9927,0
,000000
,000000
,200000
,220000
,222000

541131808,000000,0.24044%,0.22961%,0.00039544,0.27405,0.35
,000002
,000002
