FANMOD 1.1 subgraph enumeration
-------------------------------

Network name: C:\Users\matte\_nmnn\srcs\Results\seed_250120\synds\glorot\clus\clus_w_Graph.txt
Network type: Directed
Number of nodes: 75
Number of edges: 337
Number of single edges: 337
Number of mutual edges: 0
Number of edge colors: 3

Algorithm: enumeration
Subgraph size: 4

Generated 100 random networks
   with locally constant number of bidirectional edges,
   exchanging only edges with the same color,
   3 exchanges per edge and 3 tries per edge.

35927 subgraphs were enumerated in the original network.
3251476 subgraphs were enumerated in the random networks.
3287403 subgraphs were enumerated in all networks.

For the random networks: 148471 tries were made, 97508 were successful.
Randomization took 0.086 seconds.
Enumeration took 5.142 seconds.


Result overview:

ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
,,[Original],[Random],[Random]

140,0000,13.299%,12.084%,0.002994,4.0588,0
,0000
,2000
,2200

392,0000,8.7873%,9.7395%,0.0032395,-2.9395,1
,2000
,0200
,2000

2116,0000,8.0552%,5.7195%,0.0019051,12.26,0
,0002
,0002
,2000

74,0000,6.2905%,5.3107%,0.0017063,5.7422,0
,0000
,0200
,2020

2184,0000,4.7958%,3.8388%,0.0011322,8.4535,0
,2000
,2000
,2000

28,0000,4.1612%,2.6567%,0.0011265,13.356,0
,0000
,0002
,2200

536,0000,2.5524%,4.2437%,0.001949,-8.6781,1
,2000
,0002
,0200

14,0000,1.7842%,1.0282%,0.00061063,12.38,0
,0000
,0000
,2220

392,0000,1.7619%,1.3427%,0.001437,2.9173,0
,1000
,2000
,0020

140,0000,1.7341%,1.7835%,0.00080165,-0.616,0.72
,0000
,2000
,2100

2184,0000,1.7257%,1.3287%,0.00074667,5.3174,0
,1000
,2000
,2000

140,0000,1.709%,1.5248%,0.00098463,1.8707,0.02
,0000
,2000
,1200

28,0000,1.6283%,1.089%,0.00068723,7.8479,0
,0000
,0002
,2100

392,0000,1.5142%,1.7932%,0.0014738,-1.8929,0.96
,1000
,0200
,2000

2116,0000,1.4696%,1.0768%,0.00070222,5.5941,0
,1000
,0200
,0200

392,0000,1.375%,1.4897%,0.0012764,-0.89884,0.82
,3000
,0200
,2000

536,0000,1.3082%,0.92409%,0.00094093,4.0823,0
,1000
,0200
,0020

2182,0000,1.2859%,0.23096%,0.00034412,30.657,0
,2000
,2000
,0220

392,0000,1.2776%,0.88867%,0.0010004,3.8875,0
,3000
,2000
,0020

140,0000,1.2748%,1.6739%,0.00089585,-4.455,1
,0000
,1000
,2200

2116,0000,1.2748%,0.88862%,0.00060129,6.4227,0
,0010
,2000
,0020

2184,0000,1.2553%,0.9291%,0.00060049,5.4326,0
,3000
,2000
,2000

28,0000,1.2386%,0.83678%,0.00060706,6.6194,0
,0000
,0002
,3200

2116,0000,1.2164%,0.90691%,0.00065452,4.7277,0
,3000
,0200
,0200

74,0000,1.2164%,1.1513%,0.00061599,1.0554,0.13
,0000
,0100
,2020

74,0000,1.1106%,0.93338%,0.0006392,2.7724,0
,0000
,0300
,2020

140,0000,1.08%,1.1008%,0.00079335,-0.26255,0.62
,0000
,2000
,2300

140,0000,1.0633%,0.97062%,0.00077271,1.1989,0.1
,0000
,2000
,3200

204,0000,1.0354%,0.3441%,0.00036654,18.861,0
,0000
,2200
,2200

140,0000,1.0076%,1.0879%,0.00062255,-1.2894,0.91
,0000
,3000
,2200

2116,0000,0.86564%,0.58455%,0.00052547,5.3494,0
,0030
,2000
,0020

14,0000,0.83503%,0.50526%,0.00036171,9.1169,0
,0000
,0000
,1220

392,0000,0.75987%,0.86061%,0.00069355,-1.4524,0.9
,0010
,2000
,2000

