FANMOD 1.1 subgraph enumeration
-------------------------------

Network name: C:\Users\matte\_nmnn\srcs\Results\seed_240120\synds\orth\init\init_w_Graph.txt
Network type: Directed
Number of nodes: 65
Number of edges: 183
Number of single edges: 183
Number of mutual edges: 0
Number of edge colors: 3

Algorithm: enumeration
Subgraph size: 4

Generated 100 random networks
   with locally constant number of bidirectional edges,
   exchanging only edges with the same color,
   3 exchanges per edge and 3 tries per edge.

7207 subgraphs were enumerated in the original network.
670506 subgraphs were enumerated in the random networks.
677713 subgraphs were enumerated in all networks.

For the random networks: 72340 tries were made, 54404 were successful.
Randomization took 0.022 seconds.
Enumeration took 0.811 seconds.


Result overview:

ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
,,[Original],[Random],[Random]

140,0000,9.8654%,9.4826%,0.0043673,0.87643,0.19
,0000
,2000
,2200

392,0000,7.2152%,7.5776%,0.0037218,-0.97373,0.82
,2000
,0200
,2000

2116,0000,4.9258%,3.9805%,0.0020068,4.7102,0
,0002
,0002
,2000

74,0000,4.0516%,3.8011%,0.0028778,0.87059,0.19
,0000
,0200
,2020

2184,0000,3.6909%,3.2109%,0.0012261,3.9146,0
,1000
,2000
,2000

392,0000,3.6909%,3.7134%,0.0035576,-0.063451,0.53
,1000
,0200
,2000

140,0000,3.5105%,3.4323%,0.0020065,0.3894,0.33
,0000
,1000
,2200

392,0000,3.4966%,2.7832%,0.0027201,2.6227,0
,1000
,2000
,0020

2116,0000,3.3856%,2.7068%,0.0013711,4.9507,0
,0010
,2000
,0020

2184,0000,3.0387%,2.6966%,0.0010402,3.2886,0
,2000
,2000
,2000

140,0000,3.0248%,3.0469%,0.0017933,-0.12308,0.54
,0000
,2000
,2100

140,0000,2.9416%,3.0997%,0.0021772,-0.72622,0.79
,0000
,2000
,1200

536,0000,2.4004%,2.9813%,0.0032427,-1.7914,0.98
,2000
,0002
,0200

392,0000,2.3449%,2.3458%,0.0014908,-0.0060179,0.48
,0010
,2000
,2000

2116,0000,2.3311%,1.9111%,0.0012159,3.4542,0
,1000
,0200
,0200

28,0000,2.0952%,1.6024%,0.0012448,3.9589,0
,0000
,0002
,2100

74,0000,1.9842%,1.8197%,0.0014231,1.1556,0.11
,0000
,0100
,2020

28,0000,1.8454%,1.3956%,0.0012296,3.6585,0
,0000
,0002
,2200

2116,0000,1.4569%,1.199%,0.00099939,2.5806,0
,1000
,0100
,0200

140,0000,1.2488%,1.089%,0.00091144,1.7528,0.03
,0000
,1000
,2100

536,0000,1.1655%,1.4662%,0.0017448,-1.7232,0.96
,1000
,0200
,0020

392,0000,1.1378%,0.90782%,0.0012945,1.7764,0.06
,1000
,0200
,1000

392,0000,1.1239%,0.8492%,0.00083463,3.2913,0
,0010
,2000
,1000

74,0000,1.0823%,1.22%,0.0012495,-1.1026,0.86
,0000
,0200
,1020

14,0000,1.0407%,0.71066%,0.00087916,3.7535,0
,0000
,0000
,2220

536,0000,1.0407%,1.2398%,0.00221,-0.90116,0.83
,0010
,2000
,0200

392,0000,0.99903%,1.0585%,0.0012723,-0.46768,0.69
,0001
,2000
,1000

74,0000,0.9019%,1.0488%,0.0011906,-1.2339,0.89
,0000
,0200
,2010

2184,0000,0.8464%,0.73367%,0.00061556,1.8314,0.01
,2000
,1000
,1000

14,0000,0.7909%,0.56671%,0.00063999,3.503,0
,0000
,0000
,1220

536,0000,0.76315%,0.93476%,0.0010917,-1.5719,0.91
,0010
,0002
,2000

140,0000,0.72152%,0.73343%,0.0012158,-0.097926,0.57
,0000
,2000
,1100

