FANMOD 1.1 subgraph enumeration
-------------------------------

Network name: C:\Users\matte\_nmnn\srcs\Results\seed_240120\synds\orth\init\init_w_Graph.txt
Network type: Directed
Number of nodes: 65
Number of edges: 183
Number of single edges: 183
Number of mutual edges: 0
Number of edge colors: 3

Algorithm: enumeration
Subgraph size: 5

Generated 100 random networks
   with locally constant number of bidirectional edges,
   exchanging only edges with the same color,
   3 exchanges per edge and 3 tries per edge.

51942 subgraphs were enumerated in the original network.
4739329 subgraphs were enumerated in the random networks.
4791271 subgraphs were enumerated in all networks.

For the random networks: 72437 tries were made, 54401 were successful.
Randomization took 0.07 seconds.
Enumeration took 30.374 seconds.


Result overview:

ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
,,[Original],[Random],[Random]

8728,00000,2.0176%,1.829%,0.0013134,1.4365,0.06
,00000
,20000
,02000
,22000

67088,00000,1.7789%,0.5371%,0.0010975,11.315,0
,10000
,02000
,20000
,00020

8340,00000,1.7019%,1.4571%,0.0013555,1.8056,0.03
,00000
,02000
,00200
,20200

67088,00000,1.6634%,0.53783%,0.00099023,11.367,0
,20000
,20000
,02000
,00200

8472,00000,1.6461%,1.5513%,0.001227,0.77271,0.21
,00000
,20000
,20000
,22000

8724,00000,1.6307%,1.3838%,0.0011123,2.2192,0.01
,00000
,02000
,20000
,20200

8468,00000,1.4593%,1.3919%,0.0010397,0.64816,0.25
,00000
,02000
,02000
,20200

532752,00000,1.4574%,1.5361%,0.0012249,-0.64268,0.74
,00020
,00020
,20000
,20000

8728,00000,1.3881%,1.3468%,0.00084113,0.49082,0.34
,00000
,20000
,01000
,22000

8472,00000,1.3342%,1.2581%,0.00088083,0.86351,0.19
,00000
,20000
,10000
,22000

49680,00000,1.2591%,0.97871%,0.0011313,2.4784,0.01
,10000
,20000
,00200
,20000

8728,00000,1.1436%,1.2006%,0.00097532,-0.58417,0.72
,00000
,20000
,02000
,21000

404,00000,1.1378%,0.87678%,0.00080068,3.2601,0
,00000
,00000
,02200
,20200

49680,00000,1.1032%,1.2341%,0.0011445,-1.1442,0.88
,20000
,02000
,20000
,20000

67088,00000,1.0704%,0.33426%,0.00060894,12.089,0
,00100
,20000
,00002
,20000

532752,00000,1.0569%,1.0636%,0.00082092,-0.08144,0.54
,00100
,20000
,00200
,20000

540,00000,1.003%,0.79207%,0.00098476,2.1424,0.01
,00000
,00000
,20000
,22200

1304,00000,0.99919%,1.0037%,0.0012707,-0.035688,0.52
,00000
,00002
,20000
,22000

532520,00000,0.91063%,1.1428%,0.0014711,-1.5782,0.93
,00020
,00002
,20000
,00020

8344,00000,0.90293%,1.3971%,0.0011296,-4.3749,1
,00000
,02000
,00200
,22000

8340,00000,0.824%,0.72015%,0.00070861,1.4655,0.1
,00000
,01000
,00200
,20200

132624,00000,0.81244%,1.0957%,0.0011895,-2.3811,1
,20000
,00002
,20000
,02000

8724,00000,0.80474%,0.68054%,0.00052219,2.3786,0.03
,00000
,01000
,20000
,20200

532744,00000,0.79704%,0.529%,0.00055505,4.8292,0
,00100
,20000
,00200
,00200

532752,00000,0.78742%,0.75934%,0.00087761,0.31987,0.37
,10000
,02000
,02000
,20000

8468,00000,0.78357%,0.69146%,0.00081239,1.1337,0.14
,00000
,01000
,02000
,20200

8468,00000,0.77972%,0.50613%,0.00059064,4.6321,0
,00000
,02000
,01000
,20200

532752,00000,0.70848%,0.55044%,0.00069991,2.2581,0.02
,10000
,20000
,00200
,00200

49680,00000,0.69886%,0.67518%,0.0010602,0.22332,0.42
,10000
,02000
,20000
,20000

