FANMOD 1.1 subgraph enumeration
-------------------------------

Network name: C:\Users\matte\Desktop\MasterThesis\newThread\all_sources_new\Results\seed_3\normal\clus\clus_w_Graph.txt
Network type: Directed
Number of nodes: 65
Number of edges: 224
Number of single edges: 224
Number of mutual edges: 0
Number of edge colors: 3

Algorithm: enumeration
Subgraph size: 6

Generated 100 random networks
   with locally constant number of bidirectional edges,
   exchanging only edges with the same color,
   3 exchanges per edge and 3 tries per edge.

1484709 subgraphs were enumerated in the original network.
121032659 subgraphs were enumerated in the random networks.
122517368 subgraphs were enumerated in all networks.

For the random networks: 108039 tries were made, 61489 were successful.
Randomization took 0.065 seconds.
Enumeration took 541.28 seconds.


Result overview:

ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
,,[Original],[Random],[Random]

4261936,000000,2.9629%,2.2787%,0.0021356,3.2035,0.01
,000000
,020000
,200000
,200000
,220000

133656,000000,2.1448%,1.3538%,0.0011159,7.0887,0
,000000
,000000
,200000
,220000
,022000

4260912,000000,1.881%,1.4161%,0.0017635,2.6364,0.01
,000000
,200000
,200000
,200000
,220000

134184,000000,1.5895%,0.99061%,0.0010357,5.7819,0
,000000
,000000
,200000
,220000
,202000

4229160,000000,1.3248%,0.87477%,0.0012603,3.5711,0
,000000
,020000
,002000
,200000
,202000

4227624,000000,1.2098%,0.74959%,0.0010843,4.2442,0
,000000
,020000
,002000
,002000
,202000

66104,000000,1.1183%,0.7255%,0.00075676,5.1901,0
,000000
,000000
,020000
,200000
,222000

134200,000000,1.0181%,0.27974%,0.00050476,14.628,0
,000000
,000000
,200000
,220000
,222000

541130848,000000,0.95238%,0.20304%,0.00052949,14.152,0
,200000
,000002
,020000
,000002
,200000

4327464,000000,0.8531%,0.47666%,0.0007814,4.8175,0
,000000
,020000
,200000
,200000
,202000

33336,000000,0.83646%,0.53402%,0.00059066,5.1204,0
,000000
,000000
,200000
,200000
,222000

4260912,000000,0.80366%,0.50026%,0.0009441,3.2136,0
,000000
,300000
,200000
,200000
,220000

2360,000000,0.8009%,0.31139%,0.00032631,15.001,0
,000000
,000000
,000000
,200200
,222000

4262960,000000,0.78056%,0.27754%,0.00052172,9.6414,0
,000000
,020000
,020000
,220000
,220000

4260392,000000,0.75759%,0.86107%,0.00090552,-1.1428,0.89
,000000
,020000
,020000
,002000
,202000

541131792,000000,0.63049%,0.27396%,0.00056048,6.3612,0
,000002
,000002
,000002
,000002
,200000

4261936,000000,0.6084%,0.4417%,0.00062564,2.6644,0
,000000
,300000
,020000
,200000
,220000

4227624,000000,0.59264%,0.43186%,0.00073367,2.1914,0.01
,000000
,030000
,002000
,002000
,202000

4328496,000000,0.58948%,0.21375%,0.00041479,9.0582,0
,000000
,200000
,020000
,220000
,220000

34868,000000,0.55223%,0.31334%,0.00052611,4.5408,0
,000000
,000000
,002000
,200000
,220200

4229160,000000,0.55041%,0.4139%,0.00062089,2.1987,0.01
,000000
,030000
,002000
,200000
,202000

4203560,000000,0.53216%,0.14148%,0.00027358,14.28,0
,000000
,020000
,000020
,020000
,202000

541131808,000000,0.52812%,0.53926%,0.00091217,-0.12216,0.54
,000002
,000002
,000002
,200000
,200000

131864,000000,0.52206%,0.29087%,0.00038314,6.034,0
,000000
,000000
,200000
,020200
,022000

545392672,000000,0.51283%,0.33827%,0.00057488,3.0365,0
,200000
,200000
,200000
,200000
,200000

545392672,000000,0.50239%,0.23988%,0.00049478,5.3055,0
,300000
,200000
,200000
,200000
,200000

4261928,000000,0.50118%,0.64148%,0.0005368,-2.6136,1
,000000
,020000
,020000
,200000
