FANMOD 1.1 subgraph enumeration
-------------------------------

Network name: C:\Users\matte\Desktop\MasterThesis\newThread\all_sources_new\Results\seed_618\normal\init\init_w_Graph.txt
Network type: Directed
Number of nodes: 65
Number of edges: 82
Number of single edges: 82
Number of mutual edges: 0
Number of edge colors: 2

Algorithm: enumeration
Subgraph size: 6

Generated 100 random networks
   with locally constant number of bidirectional edges,
   exchanging only edges with the same color,
   3 exchanges per edge and 3 tries per edge.

10657 subgraphs were enumerated in the original network.
945601 subgraphs were enumerated in the random networks.
956258 subgraphs were enumerated in all networks.

For the random networks: 29567 tries were made, 24664 were successful.
Randomization took 0.012 seconds.
Enumeration took 3.023 seconds.


Result overview:

ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
,,[Original],[Random],[Random]

541130848,000000,4.1663%,0.78015%,0.0049792,6.8005,0
,200000
,000002
,020000
,000002
,200000

133656,000000,4.1287%,4.224%,0.0082185,-0.11596,0.52
,000000
,000000
,200000
,220000
,022000

4261936,000000,3.7628%,3.3468%,0.0058297,0.71362,0.2
,000000
,020000
,200000
,200000
,220000

66104,000000,3.7628%,2.9436%,0.0085689,0.95606,0.15
,000000
,000000
,020000
,200000
,222000

4203560,000000,3.425%,0.74273%,0.0042952,6.2448,0
,000000
,020000
,000020
,020000
,202000

4260392,000000,3.4062%,2.7898%,0.0052787,1.1678,0.12
,000000
,020000
,020000
,002000
,202000

4229160,000000,3.2748%,2.9121%,0.0058863,0.61623,0.26
,000000
,020000
,002000
,200000
,202000

4261928,000000,2.937%,2.3992%,0.003989,1.3482,0.12
,000000
,020000
,020000
,200000
,202000

34868,000000,2.4491%,1.793%,0.0054317,1.2079,0.11
,000000
,000000
,002000
,200000
,220200

33949728,000000,2.3459%,0.53705%,0.0034346,5.2665,0
,200000
,200000
,002000
,020000
,200000

530480,000000,2.1676%,0.41934%,0.002529,6.9128,0
,000000
,000002
,000020
,200000
,220000

1116208,000000,1.8204%,2.4611%,0.0050302,-1.2736,0.89
,000000
,000200
,020000
,200000
,220000

134184,000000,1.6984%,1.7385%,0.0038749,-0.10336,0.5
,000000
,000000
,200000
,220000
,202000

1181744,000000,1.6984%,2.057%,0.004723,-0.7593,0.78
,000000
,000200
,200000
,200000
,220000

534576,000000,1.5858%,1.4119%,0.003685,0.47192,0.37
,000000
,000020
,000020
,200000
,220000

131888,000000,1.5764%,1.3094%,0.0025978,1.0278,0.14
,000000
,000000
,200000
,002200
,220000

4227624,000000,1.4544%,1.4466%,0.0031108,0.02533,0.49
,000000
,020000
,002000
,002000
,202000

33332,000000,1.3606%,0.87112%,0.0028906,1.6934,0.05
,000000
,000000
,002000
,002000
,220200

33336,000000,1.3512%,1.2175%,0.0034106,0.39202,0.31
,000000
,000000
,200000
,200000
,222000

2360,000000,1.3512%,1.4032%,0.0037775,-0.13755,0.53
,000000
,000000
,000000
,200200
,222000

33076,000000,1.2855%,1.0613%,0.0034212,0.65541,0.28
,000000
,000000
,002000
,000200
,220200

2108,000000,1.2762%,0.85896%,0.0035532,1.1742,0.14
,000000
,000000
,000000
,200000
,222200

4327464,000000,1.2386%,1.0278%,0.0019466,1.0831,0.15
,000000
,020000
,200000
,200000
,202000

541132832,000000,1.1917%,1.061%,0.002764,0.47305,0.35
,000200
,000200
,200000
,200000
,200000

4260904,000000,1.1823%,1.0185%,0.0025943,0.63133,0.23
,000000
,020000
,020000
,020000
,202000

268336,000000,1.1542%,0.95803%,0.0029374,0.66775,0.28
,000000
,000002
,000002
,200000
,220000

4325900,000000,1.1166%,0.86205%,0.0028509,0.89302,0.23
,000000
,020000
,200000
,002000
,002200

541131808,000000,1.0791%,0.83602%,0.0019647,1.2372,0.1
,000002
,000002
,000002
,200000
,200000

131864,000000,1.0697%,1.3204%,0.0029447,-0.8514,0.8
,000000
,000000
,200000
,020200
,022000

4327436,000000,0.95712%,0.71256%,0.0024388,1.0028,0.16
,000000
,020000
,200000
