FANMOD 1.1 subgraph enumeration
-------------------------------

Network name: C:\Users\matte\_nmnn\srcs\Results\seed_250120\synds\orth\tree\tree_w_Graph.txt
Network type: Directed
Number of nodes: 75
Number of edges: 333
Number of single edges: 333
Number of mutual edges: 0
Number of edge colors: 3

Algorithm: enumeration
Subgraph size: 4

Generated 100 random networks
   with locally constant number of bidirectional edges,
   exchanging only edges with the same color,
   3 exchanges per edge and 3 tries per edge.

36900 subgraphs were enumerated in the original network.
3273744 subgraphs were enumerated in the random networks.
3310644 subgraphs were enumerated in all networks.

For the random networks: 149026 tries were made, 95767 were successful.
Randomization took 0.083 seconds.
Enumeration took 5.513 seconds.


Result overview:

ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
,,[Original],[Random],[Random]

140,0000,7.5095%,6.8635%,0.0019812,3.2606,0
,0000
,2000
,2200

392,0000,5.5068%,5.5762%,0.0019254,-0.36039,0.67
,2000
,0200
,2000

2116,0000,4.4526%,3.1901%,0.0013178,9.58,0
,0002
,0002
,2000

74,0000,3.5041%,3.2859%,0.0015393,1.417,0.09
,0000
,0200
,2020

28,0000,3.3035%,2.1426%,0.0012667,9.1646,0
,0000
,0002
,2200

2184,0000,2.2575%,1.7798%,0.00068427,6.98,0
,2000
,2000
,2000

28,0000,2.1951%,1.5076%,0.00072864,9.4357,0
,0000
,0002
,3200

140,0000,1.9377%,1.8141%,0.00090945,1.3589,0.08
,0000
,1000
,2200

392,0000,1.9241%,1.8842%,0.0011386,0.35045,0.4
,3000
,0200
,2000

2116,0000,1.8997%,1.3263%,0.00074177,7.731,0
,0010
,2000
,0020

392,0000,1.8997%,1.0515%,0.0010135,8.3689,0
,3000
,2000
,0020

28,0000,1.8293%,1.2226%,0.00070935,8.5524,0
,0000
,0002
,2100

392,0000,1.7669%,1.8681%,0.0011638,-0.86899,0.8
,1000
,0200
,2000

140,0000,1.7561%,1.6812%,0.0008065,0.92814,0.16
,0000
,2000
,2100

2184,0000,1.7507%,1.3536%,0.00053582,7.4111,0
,1000
,2000
,2000

392,0000,1.6612%,1.4571%,0.0011373,1.7947,0.05
,1000
,2000
,0020

140,0000,1.6152%,1.6282%,0.0009524,-0.13679,0.55
,0000
,2000
,1200

2116,0000,1.5014%,1.097%,0.00068215,5.9276,0
,1000
,0200
,0200

2116,0000,1.4932%,1.1136%,0.00058137,6.5305,0
,3000
,0200
,0200

140,0000,1.4851%,1.4792%,0.00083953,0.069821,0.42
,0000
,2000
,3200

140,0000,1.439%,1.5025%,0.00059719,-1.0633,0.85
,0000
,2000
,2300

2184,0000,1.4173%,0.99759%,0.0005271,7.9636,0
,3000
,2000
,2000

392,0000,1.3767%,1.2493%,0.00078523,1.6228,0.06
,0010
,2000
,2000

140,0000,1.3333%,1.306%,0.0006974,0.39164,0.34
,0000
,3000
,2200

536,0000,1.3008%,2.6035%,0.0017936,-7.2631,1
,2000
,0002
,0200

74,0000,1.2656%,1.1573%,0.00068731,1.5755,0.07
,0000
,0100
,2020

14,0000,1.252%,0.72975%,0.00059007,8.8511,0
,0000
,0000
,2220

74,0000,1.1491%,1.167%,0.00071102,-0.25266,0.6
,0000
,0300
,2020

2116,0000,0.92954%,0.59442%,0.00044572,7.5186,0
,0030
,2000
,0020

14,0000,0.90515%,0.57889%,0.00040458,8.0641,0
,0000
,0000
,3220

14,0000,0.84824%,0.51938%,0.00038144,8.6215,0
,0000
,0000
,1220

74,0000,0.82114%,0.66687%,0.00077053,2.0021,0.02
,0000
,0200
,2010

