FANMOD 1.1 subgraph enumeration
-------------------------------

Network name: C:\Users\matte\_nmnn\srcs\Results\seed_180112\synds\normal\tree\tree_w_Graph.txt
Network type: Directed
Number of nodes: 95
Number of edges: 550
Number of single edges: 550
Number of mutual edges: 0
Number of edge colors: 3

Algorithm: enumeration
Subgraph size: 4

Generated 100 random networks
   with locally constant number of bidirectional edges,
   exchanging only edges with the same color,
   3 exchanges per edge and 3 tries per edge.

106946 subgraphs were enumerated in the original network.
9244037 subgraphs were enumerated in the random networks.
9350983 subgraphs were enumerated in all networks.

For the random networks: 247970 tries were made, 157456 were successful.
Randomization took 0.166 seconds.
Enumeration took 19.436 seconds.


Result overview:

ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
,,[Original],[Random],[Random]

140,0000,8.8409%,8.5825%,0.0018215,1.4185,0.08
,0000
,2000
,2200

74,0000,5.3999%,4.5709%,0.0014105,5.8772,0
,0000
,0200
,2020

392,0000,5.3513%,5.1308%,0.0015059,1.4645,0.09
,2000
,0200
,2000

2116,0000,4.1114%,2.9624%,0.00090463,12.701,0
,0002
,0002
,2000

28,0000,3.5317%,2.4718%,0.00088159,12.022,0
,0000
,0002
,2200

2116,0000,3.0408%,2.2324%,0.00068339,11.829,0
,0010
,2000
,0020

140,0000,2.6256%,2.4454%,0.00081789,2.2037,0.01
,0000
,2000
,1200

140,0000,2.4367%,2.5436%,0.00089856,-1.1886,0.93
,0000
,1000
,2200

2184,0000,2.3301%,1.8284%,0.0005162,9.7197,0
,1000
,2000
,2000

2184,0000,2.1628%,1.6546%,0.00057675,8.8113,0
,2000
,2000
,2000

14,0000,2.1263%,1.4934%,0.00055639,11.376,0
,0000
,0000
,2220

140,0000,1.8776%,1.9565%,0.00062986,-1.2527,0.89
,0000
,2000
,2100

74,0000,1.7392%,1.2313%,0.00084193,6.0322,0
,0000
,0200
,2010

14,0000,1.6102%,1.0262%,0.00050588,11.543,0
,0000
,0000
,1220

392,0000,1.5185%,1.4179%,0.000696,1.4454,0.07
,0010
,2000
,2000

74,0000,1.4895%,1.0451%,0.00067747,6.5609,0
,0000
,0200
,1020

392,0000,1.3137%,1.3272%,0.00078075,-0.17248,0.58
,1000
,0200
,2000

28,0000,1.2866%,0.9031%,0.00045393,8.4492,0
,0000
,0002
,3200

392,0000,1.2062%,1.0745%,0.00068171,1.9323,0.03
,3000
,0200
,2000

28,0000,1.1819%,0.76088%,0.00046679,9.0195,0
,0000
,0002
,2100

28,0000,1.1763%,0.83465%,0.00041144,8.3036,0
,0000
,0001
,2200

2184,0000,1.137%,0.90763%,0.00037556,6.1081,0
,2000
,1000
,1000

74,0000,1.1221%,0.96889%,0.00051509,2.9736,0.01
,0000
,0100
,2020

536,0000,1.109%,2.7165%,0.0012196,-13.181,1
,2000
,0002
,0200

392,0000,1.0688%,1.5157%,0.00099958,-4.4708,1
,1000
,2000
,0020

140,0000,1.0622%,0.98097%,0.00059985,1.3545,0.07
,0000
,2000
,3200

2116,0000,1.0342%,0.6721%,0.00037551,9.6421,0
,1000
,0200
,0200

392,0000,0.95188%,0.6265%,0.00057635,5.6456,0
,3000
,2000
,0020

2116,0000,0.94908%,0.67617%,0.00036908,7.3941,0
,3000
,0100
,0200

2184,0000,0.9416%,0.64158%,0.00040497,7.4085,0
,3000
,2000
,2000

140,0000,0.93692%,0.8727%,0.00036991,1.7362,0.05
,0000
,2000
,2300

140,0000,0.9257%,1.0178%,0.00066772,-1.3787,0.93
,0000
,0100
,2100

74,0000,0.89671%,0.88291%,0.00044506,0.31006,0.38
