FANMOD 1.1 subgraph enumeration
-------------------------------

Network name: C:\Users\matte\_nmnn\srcs\Results\seed_240120\synds\glorot\init\init_w_Graph.txt
Network type: Directed
Number of nodes: 65
Number of edges: 214
Number of single edges: 214
Number of mutual edges: 0
Number of edge colors: 3

Algorithm: enumeration
Subgraph size: 5

Generated 100 random networks
   with locally constant number of bidirectional edges,
   exchanging only edges with the same color,
   3 exchanges per edge and 3 tries per edge.

101200 subgraphs were enumerated in the original network.
8975503 subgraphs were enumerated in the random networks.
9076703 subgraphs were enumerated in all networks.

For the random networks: 90149 tries were made, 62834 were successful.
Randomization took 0.113 seconds.
Enumeration took 51.303 seconds.


Result overview:

ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
,,[Original],[Random],[Random]

8472,00000,3.4476%,3.0302%,0.0021719,1.922,0.03
,00000
,20000
,20000
,22000

8728,00000,3.167%,2.8676%,0.0015339,1.9516,0.03
,00000
,20000
,02000
,22000

8724,00000,2.4565%,1.654%,0.0012347,6.5,0
,00000
,02000
,20000
,20200

540,00000,2.1887%,1.5016%,0.0015204,4.5196,0
,00000
,00000
,20000
,22200

404,00000,2.0395%,1.4081%,0.00087321,7.2309,0
,00000
,00000
,02200
,20200

8340,00000,1.7935%,1.5302%,0.0011556,2.2781,0.02
,00000
,02000
,00200
,20200

8468,00000,1.5563%,1.6485%,0.0013197,-0.69824,0.75
,00000
,02000
,02000
,20200

67088,00000,1.4852%,0.48312%,0.00092103,10.88,0
,20000
,20000
,02000
,00200

532752,00000,1.3291%,1.5705%,0.0012993,-1.8583,0.96
,00020
,00020
,20000
,20000

8472,00000,1.2905%,1.357%,0.0011355,-0.58537,0.65
,00000
,20000
,10000
,22000

8728,00000,1.2619%,1.2054%,0.0011804,0.47844,0.29
,00000
,20000
,02000
,21000

67088,00000,1.2589%,0.40639%,0.00078704,10.832,0
,10000
,02000
,20000
,00020

8724,00000,1.1947%,0.7123%,0.00070793,6.8137,0
,00000
,01000
,20000
,20200

49680,00000,1.0919%,1.7878%,0.002238,-3.1094,1
,20000
,02000
,20000
,20000

49680,00000,1.0702%,0.81431%,0.0011656,2.1949,0.02
,10000
,20000
,00200
,20000

8728,00000,1.0494%,1.2868%,0.00074382,-3.1922,1
,00000
,20000
,01000
,22000

8340,00000,1.001%,0.69309%,0.00082719,3.7222,0
,00000
,01000
,00200
,20200

8468,00000,0.83794%,0.69338%,0.00089533,1.6147,0.08
,00000
,01000
,02000
,20200

8472,00000,0.83399%,0.63745%,0.00091186,2.1554,0.02
,00000
,02000
,02000
,21000

8344,00000,0.83202%,1.6628%,0.0012203,-6.8083,1
,00000
,02000
,00200
,22000

1304,00000,0.81423%,0.9015%,0.00097945,-0.89098,0.8
,00000
,00002
,20000
,22000

541200,00000,0.77174%,0.53553%,0.00057245,4.1263,0
,10000
,20000
,20000
,20000

8468,00000,0.75988%,0.37445%,0.00051791,7.442,0
,00000
,02000
,01000
,20200

541200,00000,0.75692%,0.56039%,0.00056425,3.483,0
,20000
,20000
,20000
,20000

17176,00000,0.73221%,0.29287%,0.00056924,7.7182,0
,00000
,20000
,22000
,22000

404,00000,0.72233%,0.59268%,0.00058739,2.2073,0.04
,00000
,00000
,01200
,22000

532744,00000,0.71443%,0.4218%,0.00046562,6.2847,0
,00002
,00002
,00002
,20000

532520,00000,0.71146%,0.8805%,0.0011536,-1.4653,0.87
,00020
,00002
,20000
,00020

404,00000,0.66897%,0.60004%,0.0004926,1.3994,0.12
,00000
,00000
,20100
,22000

