FANMOD 1.1 subgraph enumeration
-------------------------------

Network name: C:\Users\matte\_nmnn\srcs\Results\seed_240120\synds\glorot\init\init_w_Graph.txt
Network type: Directed
Number of nodes: 65
Number of edges: 214
Number of single edges: 214
Number of mutual edges: 0
Number of edge colors: 3

Algorithm: enumeration
Subgraph size: 4

Generated 100 random networks
   with locally constant number of bidirectional edges,
   exchanging only edges with the same color,
   3 exchanges per edge and 3 tries per edge.

12133 subgraphs were enumerated in the original network.
1099092 subgraphs were enumerated in the random networks.
1111225 subgraphs were enumerated in all networks.

For the random networks: 89924 tries were made, 62770 were successful.
Randomization took 0.023 seconds.
Enumeration took 1.421 seconds.


Result overview:

ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
,,[Original],[Random],[Random]

140,0000,14.745%,13.442%,0.00411,3.1712,0
,0000
,2000
,2200

392,0000,6.198%,7.8734%,0.0051517,-3.2522,1
,2000
,0200
,2000

2184,0000,5.1183%,4.5341%,0.0018658,3.131,0
,2000
,2000
,2000

2116,0000,4.632%,3.5945%,0.0017216,6.0261,0
,0002
,0002
,2000

74,0000,4.5084%,4.0562%,0.0021214,2.1315,0.01
,0000
,0200
,2020

2184,0000,3.6182%,3.0712%,0.0013109,4.173,0
,1000
,2000
,2000

140,0000,3.0907%,2.7923%,0.0017844,1.6726,0.05
,0000
,2000
,1200

392,0000,2.8847%,1.7659%,0.0022597,4.9511,0
,1000
,2000
,0020

140,0000,2.7116%,2.8141%,0.0017879,-0.57315,0.77
,0000
,2000
,2100

392,0000,2.6951%,3.284%,0.0025026,-2.3531,1
,1000
,0200
,2000

140,0000,2.5056%,3.0147%,0.0016998,-2.9953,1
,0000
,1000
,2200

74,0000,2.2665%,1.7032%,0.0015195,3.7078,0
,0000
,0100
,2020

2116,0000,2.011%,1.5848%,0.0011466,3.7177,0
,1000
,0200
,0200

14,0000,1.8874%,1.2276%,0.0010885,6.0613,0
,0000
,0000
,2220

2116,0000,1.6978%,1.4459%,0.0011562,2.1795,0.02
,3000
,0200
,0200

2116,0000,1.6978%,1.2598%,0.00090201,4.8565,0
,0010
,2000
,0020

536,0000,1.6814%,2.312%,0.0024211,-2.6048,1
,2000
,0002
,0200

28,0000,1.566%,1.0935%,0.0010558,4.4751,0
,0000
,0002
,2200

392,0000,1.5413%,1.4698%,0.0017864,0.40016,0.36
,3000
,0200
,2000

28,0000,1.5083%,1.0989%,0.00093694,4.3689,0
,0000
,0002
,2100

536,0000,1.2775%,0.75769%,0.0013785,3.7708,0
,3000
,0200
,0020

392,0000,1.1786%,0.37209%,0.0011982,6.7312,0
,3000
,2000
,0020

74,0000,1.0797%,1.3083%,0.0011183,-2.0444,0.98
,0000
,0300
,2020

14,0000,0.93959%,0.63622%,0.00062406,4.8612,0
,0000
,0000
,1220

74,0000,0.87365%,0.84167%,0.00095327,0.33549,0.38
,0000
,0200
,1020

2116,0000,0.85717%,0.70825%,0.00061586,2.4181,0
,3000
,0100
,0200

392,0000,0.79947%,1.3121%,0.001333,-3.8458,1
,0010
,2000
,2000

140,0000,0.79947%,0.7387%,0.0011472,0.52976,0.32
,0000
,2000
,1100

392,0000,0.78299%,0.54093%,0.0009883,2.4492,0
,1000
,0200
,1000

204,0000,0.78299%,0.32903%,0.00059631,7.6127,0
,0000
,2200
,2200

204,0000,0.75002%,0.27797%,0.00051831,9.1076,0
,0000
,2100
,2200

536,0000,0.73354%,0.41729%,0.00088616,3.5688,0
,0010
,3000
,0200

28,0000,0.71705%,0.54715%,0.00065571,2.5912,0
,0000
,0002
,3200

