FANMOD 1.1 subgraph enumeration
-------------------------------

Network name: C:\Users\matte\Desktop\MasterThesis\newThread\all_sources_new\Results\seed_3\glorot\mvg\mvg_w_Graph.txt
Network type: Directed
Number of nodes: 65
Number of edges: 222
Number of single edges: 222
Number of mutual edges: 0
Number of edge colors: 3

Algorithm: enumeration
Subgraph size: 6

Generated 100 random networks
   with locally constant number of bidirectional edges,
   exchanging only edges with the same color,
   3 exchanges per edge and 3 tries per edge.

1162529 subgraphs were enumerated in the original network.
98052692 subgraphs were enumerated in the random networks.
99215221 subgraphs were enumerated in all networks.

For the random networks: 97654 tries were made, 63943 were successful.
Randomization took 0.045 seconds.
Enumeration took 339.175 seconds.


Result overview:

ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
,,[Original],[Random],[Random]

4261936,000000,2.0941%,1.6152%,0.001288,3.7179,0
,000000
,020000
,200000
,200000
,220000

133656,000000,1.9186%,1.2792%,0.00084869,7.5337,0
,000000
,000000
,200000
,220000
,022000

4229160,000000,1.5594%,0.97913%,0.00092299,6.2873,0
,000000
,020000
,002000
,200000
,202000

541130848,000000,1.1663%,0.32411%,0.00071226,11.824,0
,200000
,000002
,020000
,000002
,200000

4260392,000000,1.0037%,0.99633%,0.00085355,0.086058,0.45
,000000
,020000
,020000
,002000
,202000

134184,000000,0.98251%,0.69166%,0.00070827,4.1065,0
,000000
,000000
,200000
,220000
,202000

4227624,000000,0.89976%,0.59429%,0.00075128,4.066,0
,000000
,020000
,002000
,002000
,202000

66104,000000,0.89907%,0.59959%,0.00059224,5.0568,0
,000000
,000000
,020000
,200000
,222000

4203560,000000,0.8971%,0.23968%,0.0004112,15.988,0
,000000
,020000
,000020
,020000
,202000

4261928,000000,0.87576%,0.83744%,0.00054018,0.70949,0.22
,000000
,020000
,020000
,200000
,202000

4260912,000000,0.76463%,0.60568%,0.00073875,2.1516,0.03
,000000
,200000
,200000
,200000
,220000

4327464,000000,0.75026%,0.44804%,0.0004994,6.0517,0
,000000
,020000
,200000
,200000
,202000

530480,000000,0.74691%,0.16518%,0.0003554,16.368,0
,000000
,000002
,000020
,200000
,220000

2360,000000,0.63061%,0.25806%,0.00026748,13.928,0
,000000
,000000
,000000
,200200
,222000

33949728,000000,0.59568%,0.29669%,0.00074706,4.0023,0
,200000
,200000
,002000
,020000
,200000

131864,000000,0.54794%,0.36266%,0.00033611,5.5127,0
,000000
,000000
,200000
,020200
,022000

134200,000000,0.52919%,0.14176%,0.00028174,13.751,0
,000000
,000000
,200000
,220000
,222000

34868,000000,0.51465%,0.34142%,0.0003886,4.4578,0
,000000
,000000
,002000
,200000
,220200

268336,000000,0.50958%,0.41455%,0.00059251,1.6038,0.09
,000000
,000002
,000002
,200000
,220000

4229160,000000,0.49057%,0.38515%,0.00042326,2.4907,0
,000000
,030000
,002000
,200000
,202000

4325900,000000,0.48489%,0.27189%,0.00042336,5.0311,0
,000000
,020000
,200000
,002000
,002200

33336,000000,0.46812%,0.32323%,0.00034589,4.1889,0
,000000
,000000
,200000
,200000
,222000

541131808,000000,0.46442%,0.47333%,0.00054415,-0.1637,0.57
,000002
,000002
,000002
,200000
,200000

1114664,000000,0.45418%,0.27296%,0.00034208,5.2977,0
,000000
,000200
,020000
,002000
,202000

1116200,000000,0.40257%,0.23231%,0.00025562,6.6606,0
,000000
,000200
,020000
,200000
,202000

541130848,000000,0.39646%,0.10552%,0.000313,9.2953,0
,300000
,020000
,020000
,200000
,000020

4260904,000000,0.36876%,0.45334%,0.00050241,-1.6834,0.95
,000000
,020000
,020000
,020000
,202000

