FANMOD 1.1 subgraph enumeration
-------------------------------

Network name: C:\Users\matte\Desktop\MasterThesis\newThread\all_sources_new\Results\seed_618\orth\mvg\mvg_w_Graph.txt
Network type: Directed
Number of nodes: 65
Number of edges: 245
Number of single edges: 245
Number of mutual edges: 0
Number of edge colors: 3

Algorithm: enumeration
Subgraph size: 4

Generated 100 random networks
   with locally constant number of bidirectional edges,
   exchanging only edges with the same color,
   3 exchanges per edge and 3 tries per edge.

21021 subgraphs were enumerated in the original network.
1823245 subgraphs were enumerated in the random networks.
1844266 subgraphs were enumerated in all networks.

For the random networks: 112039 tries were made, 69668 were successful.
Randomization took 0.045 seconds.
Enumeration took 2.235 seconds.


Result overview:

ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
,,[Original],[Random],[Random]

140,0000,15.884%,14.189%,0.0050979,3.3251,0
,0000
,2000
,2200

2184,0000,8.344%,7.6269%,0.0025101,2.8571,0
,2000
,2000
,2000

2116,0000,5.9179%,4.4866%,0.0025646,5.5808,0
,0002
,0002
,2000

392,0000,5.7086%,7.9192%,0.0060561,-3.6502,1
,2000
,0200
,2000

2116,0000,3.8676%,3.2525%,0.0016487,3.7305,0
,3000
,0200
,0200

74,0000,3.4489%,3.3917%,0.001952,0.29316,0.39
,0000
,0200
,2020

392,0000,2.488%,2.4635%,0.0020312,0.12054,0.43
,3000
,0200
,2000

2116,0000,2.0598%,1.6809%,0.0013061,2.9016,0
,1000
,0200
,0200

28,0000,1.841%,1.2945%,0.0010681,5.1163,0
,0000
,0002
,3200

74,0000,1.7506%,1.8623%,0.0010687,-1.0451,0.85
,0000
,0300
,2020

536,0000,1.7268%,1.8528%,0.0021348,-0.58983,0.75
,2000
,0002
,0200

2184,0000,1.7173%,1.4622%,0.0012108,2.1069,0
,1000
,2000
,2000

392,0000,1.7126%,0.5468%,0.0014765,7.8956,0
,3000
,2000
,0020

392,0000,1.6888%,1.7462%,0.0027074,-0.21192,0.56
,1000
,0200
,2000

14,0000,1.6222%,0.9538%,0.00066297,10.082,0
,0000
,0000
,2220

28,0000,1.5556%,1.0099%,0.0010721,5.0895,0
,0000
,0002
,2200

536,0000,1.3653%,1.0292%,0.0013337,2.5199,0.01
,3000
,0200
,0020

140,0000,1.2511%,1.378%,0.0011453,-1.1081,0.86
,0000
,2000
,2100

392,0000,1.2321%,0.7047%,0.0011831,4.4576,0
,1000
,2000
,0020

204,0000,1.2226%,0.50507%,0.00073707,9.7347,0
,0000
,2200
,2200

140,0000,1.1988%,1.2868%,0.0011705,-0.75179,0.8
,0000
,2000
,2300

2116,0000,1.1845%,0.84195%,0.00085516,4.006,0
,0010
,2000
,0020

140,0000,1.1607%,1.2645%,0.0010768,-0.96315,0.83
,0000
,1000
,2200

140,0000,1.1132%,0.94101%,0.001326,1.2984,0.09
,0000
,2000
,1200

392,0000,1.0038%,0.7955%,0.0013923,1.4958,0.07
,3000
,3000
,0200

2184,0000,0.999%,0.75178%,0.00077582,3.1866,0
,3000
,2000
,2000

74,0000,0.95143%,1.0947%,0.00081767,-1.7516,0.95
,0000
,0100
,2020

536,0000,0.91337%,0.58669%,0.0011316,2.887,0
,0030
,2000
,0200

536,0000,0.88483%,0.60729%,0.0010426,2.6621,0
,1000
,0200
,0020

2116,0000,0.8325%,0.6494%,0.00076269,2.4007,0
,3000
,0100
,0200

28,0000,0.82774%,0.58767%,0.00076067,3.1561,0
,0000
,0002
,2100

536,0000,0.81823%,0.51585%,0.0009432,3.2059,0
,0030
,1000
,0200

