FANMOD 1.1 subgraph enumeration
-------------------------------

Network name: C:\Users\matte\_nmnn\srcs\Results\seed_180112\synds\orth\tree\tree_w_Graph.txt
Network type: Directed
Number of nodes: 95
Number of edges: 570
Number of single edges: 570
Number of mutual edges: 0
Number of edge colors: 3

Algorithm: enumeration
Subgraph size: 5

Generated 100 random networks
   with locally constant number of bidirectional edges,
   exchanging only edges with the same color,
   3 exchanges per edge and 3 tries per edge.

1391310 subgraphs were enumerated in the original network.
123029543 subgraphs were enumerated in the random networks.
124420853 subgraphs were enumerated in all networks.

For the random networks: 243043 tries were made, 166968 were successful.
Randomization took 0.451 seconds.
Enumeration took 1158.69 seconds.


Result overview:

ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
,,[Original],[Random],[Random]

8724,00000,1.4685%,0.97903%,0.00038688,12.651,0
,00000
,02000
,20000
,20200

8340,00000,1.411%,1.0509%,0.00051975,6.9288,0
,00000
,02000
,00200
,20200

8468,00000,1.2416%,0.97717%,0.00039493,6.6947,0
,00000
,02000
,02000
,20200

8728,00000,1.1803%,1.0698%,0.00030043,3.678,0
,00000
,20000
,02000
,22000

8472,00000,1.1342%,1.0207%,0.00037164,3.0537,0
,00000
,20000
,20000
,22000

404,00000,1.1289%,0.90923%,0.00027869,7.881,0
,00000
,00000
,02200
,20200

540,00000,1.0907%,0.93213%,0.00037761,4.1994,0
,00000
,00000
,20000
,22200

8344,00000,1.0197%,0.97743%,0.00032149,1.3144,0.11
,00000
,02000
,00200
,22000

1304,00000,0.9849%,0.87365%,0.00041058,2.7095,0
,00000
,00002
,20000
,22000

532752,00000,0.66082%,0.62415%,0.00031177,1.1762,0.09
,00020
,00020
,20000
,20000

154,00000,0.64198%,0.44037%,0.0002473,8.1528,0
,00000
,00000
,00200
,22020

67088,00000,0.63861%,0.2601%,0.00023199,16.316,0
,20000
,20000
,02000
,00200

8728,00000,0.57744%,0.55488%,0.00017858,1.2634,0.14
,00000
,20000
,01000
,22000

16646,00000,0.57608%,0.22582%,0.0002097,16.703,0
,00000
,02000
,20000
,00220

402,00000,0.56184%,0.38194%,0.00022632,7.9494,0
,00000
,00000
,02200
,20020

404,00000,0.55832%,0.43204%,0.00013407,9.4197,0
,00000
,00000
,20100
,22000

404,00000,0.53719%,0.43777%,0.00013503,7.3633,0
,00000
,00000
,20300
,22000

49680,00000,0.53525%,0.55721%,0.0003227,-0.68051,0.76
,20000
,02000
,20000
,20000

8472,00000,0.53496%,0.53484%,0.00023571,0.0050507,0.51
,00000
,20000
,10000
,22000

1080,00000,0.52828%,0.2334%,0.00016299,18.092,0
,00000
,00002
,00002
,22000

540,00000,0.52346%,0.46197%,0.00020208,3.0433,0
,00000
,00000
,20000
,23200

8728,00000,0.506%,0.47074%,0.00018602,1.8955,0.03
,00000
,20000
,02000
,23000

8728,00000,0.50319%,0.47778%,0.00019908,1.2767,0.11
,00000
,20000
,02000
,21000

8728,00000,0.49881%,0.49381%,0.00015655,0.31953,0.36
,00000
,03000
,20000
,22000

404,00000,0.48479%,0.40742%,0.00018871,4.1004,0
,00000
,00000
,01200
,22000

540,00000,0.48393%,0.39773%,0.00018061,4.7729,0
,00000
,00000
,20000
,22100

404,00000,0.47703%,0.40627%,0.00019841,3.5667,0
,00000
,00000
,30200
,22000

532744,00000,0.46309%,0.21914%,0.00015269,15.977,0
,00002
,00002
,00002
,20000

8340,00000,0.44562%,0.341%,0.00023035,4.5417,0
,00000
,03000
,00200
,20200

8724,00000,0.43599%,0.31219%,0.0001249,9.9121,0
,00000
,03000
,20000
,20200

