FANMOD 1.1 subgraph enumeration
-------------------------------

Network name: C:\Users\matte\_nmnn\srcs\Results\seed_180112\synds\glorot\clus\clus_w_Graph.txt
Network type: Directed
Number of nodes: 95
Number of edges: 584
Number of single edges: 584
Number of mutual edges: 0
Number of edge colors: 3

Algorithm: enumeration
Subgraph size: 4

Generated 100 random networks
   with locally constant number of bidirectional edges,
   exchanging only edges with the same color,
   3 exchanges per edge and 3 tries per edge.

110182 subgraphs were enumerated in the original network.
9756677 subgraphs were enumerated in the random networks.
9866859 subgraphs were enumerated in all networks.

For the random networks: 256429 tries were made, 169374 were successful.
Randomization took 0.228 seconds.
Enumeration took 23.704 seconds.


Result overview:

ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
,,[Original],[Random],[Random]

140,0000,13.079%,12.531%,0.0016919,3.2405,0
,0000
,2000
,2200

74,0000,7.592%,6.3956%,0.0016405,7.2927,0
,0000
,0200
,2020

392,0000,7.1146%,6.9442%,0.0016028,1.0634,0.15
,2000
,0200
,2000

2116,0000,5.5045%,3.8487%,0.0010846,15.267,0
,0002
,0002
,2000

28,0000,4.6714%,3.1637%,0.0010683,14.113,0
,0000
,0002
,2200

2184,0000,3.0549%,2.2912%,0.00056798,13.447,0
,2000
,2000
,2000

14,0000,2.9569%,2.0164%,0.00058298,16.134,0
,0000
,0000
,2220

140,0000,2.18%,2.1903%,0.00074209,-0.138,0.57
,0000
,3000
,2200

140,0000,1.8479%,1.7571%,0.00072733,1.2473,0.12
,0000
,2000
,3200

2184,0000,1.6917%,1.2526%,0.00045421,9.6693,0
,3000
,2000
,2000

2116,0000,1.5992%,1.1307%,0.0004578,10.234,0
,0030
,2000
,0020

140,0000,1.5683%,1.604%,0.00051522,-0.6917,0.78
,0000
,2000
,2300

392,0000,1.4667%,1.45%,0.00083463,0.19912,0.37
,3000
,0200
,2000

392,0000,1.4576%,1.222%,0.00070398,3.3461,0
,3000
,2000
,0020

28,0000,1.4086%,0.93267%,0.0004532,10.501,0
,0000
,0002
,3200

74,0000,1.3432%,1.2434%,0.00050946,1.9603,0.02
,0000
,0300
,2020

140,0000,1.2752%,1.6556%,0.00055759,-6.8226,1
,0000
,1000
,2200

140,0000,1.2697%,1.2083%,0.00059024,1.0411,0.14
,0000
,2000
,1200

536,0000,1.2615%,3.4379%,0.0014075,-15.463,1
,2000
,0002
,0200

140,0000,1.2507%,1.2104%,0.00039271,1.0256,0.19
,0000
,2000
,2100

2182,0000,1.2162%,0.20437%,0.00020793,48.66,0
,2000
,2000
,0220

2184,0000,1.179%,0.8867%,0.0003875,7.542,0
,1000
,2000
,2000

2116,0000,1.1263%,0.80171%,0.00035644,9.1069,0
,0010
,2000
,0020

392,0000,1.0982%,0.92523%,0.00075341,2.2956,0
,1000
,2000
,0020

392,0000,1.0764%,1.0206%,0.00059669,0.93552,0.2
,1000
,0200
,2000

14,0000,1.0655%,0.72028%,0.00034493,10.009,0
,0000
,0000
,3220

204,0000,1.0592%,0.38113%,0.00023417,28.955,0
,0000
,2200
,2200

2116,0000,1.0374%,0.69495%,0.00035646,9.6065,0
,3000
,0200
,0200

74,0000,0.94299%,0.94402%,0.00042208,-0.024491,0.49
,0000
,0100
,2020

74,0000,0.89398%,0.83003%,0.00050915,1.256,0.1
,0000
,0200
,3020

392,0000,0.88671%,0.85973%,0.0003487,0.77386,0.24
,0030
,2000
,2000

14,0000,0.87219%,0.59148%,0.0002918,9.6202,0
,0000
,0000
,1220

536,0000,0.85586%,0.52117%,0.00042698,7.8385,0
,1000
,0200
,0020

