FANMOD 1.1 subgraph enumeration
-------------------------------

Network name: C:\Users\matte\Desktop\MasterThesis\newThread\all_sources_new\Results\seed_618\glorot\mvg\mvg_w_Graph.txt
Network type: Directed
Number of nodes: 65
Number of edges: 246
Number of single edges: 246
Number of mutual edges: 0
Number of edge colors: 3

Algorithm: enumeration
Subgraph size: 4

Generated 100 random networks
   with locally constant number of bidirectional edges,
   exchanging only edges with the same color,
   3 exchanges per edge and 3 tries per edge.

20553 subgraphs were enumerated in the original network.
1769234 subgraphs were enumerated in the random networks.
1789787 subgraphs were enumerated in all networks.

For the random networks: 112485 tries were made, 70059 were successful.
Randomization took 0.048 seconds.
Enumeration took 2.134 seconds.


Result overview:

ID,Adj-Matrix,Frequency,Mean-Freq,Standard-Dev,Z-Score,p-Value
,,[Original],[Random],[Random]

140,0000,15.107%,14.482%,0.0036492,1.7133,0.05
,0000
,2000
,2200

392,0000,6.836%,7.7415%,0.0049259,-1.8383,0.98
,2000
,0200
,2000

2184,0000,6.0526%,5.493%,0.0016016,3.4941,0
,2000
,2000
,2000

2116,0000,4.7438%,3.5326%,0.0017961,6.7439,0
,0002
,0002
,2000

392,0000,3.8486%,3.0783%,0.0029778,2.5866,0
,3000
,0200
,2000

74,0000,3.8291%,3.6442%,0.0022419,0.82464,0.23
,0000
,0200
,2020

2116,0000,3.7659%,3.0256%,0.0014674,5.0449,0
,3000
,0200
,0200

392,0000,2.496%,0.83058%,0.0019306,8.6262,0
,3000
,2000
,0020

14,0000,2.1262%,1.2302%,0.00089886,9.9687,0
,0000
,0000
,2220

74,0000,1.9316%,2.4183%,0.0012217,-3.9843,1
,0000
,0300
,2020

2184,0000,1.9073%,1.4196%,0.0011434,4.2653,0
,3000
,2000
,2000

536,0000,1.8829%,1.3344%,0.0015918,3.4463,0
,3000
,0200
,0020

28,0000,1.81%,1.1608%,0.001041,6.2355,0
,0000
,0002
,2200

392,0000,1.6397%,1.524%,0.0016225,0.71265,0.28
,3000
,3000
,0200

536,0000,1.5813%,0.66315%,0.0010766,8.5279,0
,1000
,0200
,0020

2116,0000,1.5278%,1.2713%,0.00094869,2.7031,0
,1000
,0200
,0200

28,0000,1.4499%,0.97709%,0.00095092,4.9723,0
,0000
,0002
,3200

204,0000,1.4207%,0.55157%,0.00064404,13.495,0
,0000
,2200
,2200

140,0000,1.1726%,1.5048%,0.0012752,-2.6057,1
,0000
,2000
,2300

392,0000,1.085%,1.4259%,0.0020433,-1.6684,0.95
,1000
,0200
,2000

2182,0000,1.0461%,0.12021%,0.00039971,23.164,0
,3000
,2000
,0220

2184,0000,1.0412%,0.82759%,0.00089705,2.3813,0.01
,1000
,2000
,2000

140,0000,1.012%,1.0257%,0.0010199,-0.13399,0.52
,0000
,2000
,2100

140,0000,1.0072%,1.5219%,0.0014425,-3.5684,1
,0000
,3000
,2200

140,0000,0.97309%,0.85741%,0.001313,0.88112,0.16
,0000
,2000
,3200

536,0000,0.93904%,0.59475%,0.00095313,3.6122,0
,0030
,3000
,0200

74,0000,0.91471%,1.2537%,0.0011266,-3.0089,1
,0000
,0100
,2020

2182,0000,0.88552%,0.15524%,0.00041561,17.571,0
,2000
,2000
,0220

2116,0000,0.832%,0.57277%,0.00069242,3.7438,0
,3000
,0200
,0300

140,0000,0.82713%,0.93857%,0.000992,-1.1234,0.89
,0000
,1000
,2200

392,0000,0.80767%,0.50511%,0.001187,2.5489,0.01
,1000
,2000
,0020

536,0000,0.80767%,0.42121%,0.00078998,4.892,0
,0030
,1000
,0200

2116,0000,0.6909%,0.49636%,0.00046814,4.1556,0
